wav_filename,wav_filesize,transcript
/data/TEDxSK/cut/821_tedxsk_female_1181.wav,38892,je vám jasné že 
/data/TEDxSK/cut/821_tedxsk_female_1182.wav,45292,nehovorím o 
/data/TEDxSK/cut/821_tedxsk_female_1183.wav,193324,vec že o týchto veciach nehovorím preto lebo to majú robiť iba ľudia ktorí sú seniori v podstate 
/data/TEDxSK/cut/821_tedxsk_female_1184.wav,150508,začať sa starať o svoje zdravie vtedy keď je už vážne nalomené je neskoro 
/data/TEDxSK/cut/821_tedxsk_female_1185.wav,96908,týka sa to všetkých z nás 
/data/TEDxSK/cut/821_tedxsk_female_1186.wav,40972,angažovaných 
/data/TEDxSK/cut/821_tedxsk_female_1187.wav,26508,ľudí 
/data/TEDxSK/cut/821_tedxsk_female_1188.wav,263916,v tomto znovu sme niekde úplne pozadu oproti ostatným krajinám najmä toho vyspelého sveta ktorý má 
/data/TEDxSK/cut/821_tedxsk_female_1189.wav,92812,väčší kus demokracie za sebou ako my 
/data/TEDxSK/cut/821_tedxsk_female_1190.wav,48396,u nás vlastne 
/data/TEDxSK/cut/821_tedxsk_female_1191.wav,129868,panuje také presvedčenie že v tom produktívnom veku 
/data/TEDxSK/cut/821_tedxsk_female_1192.wav,179436,sa predovšetkým má človek dosť keď sa postará o rodinu a keď robí dobre svoju robotu 
/data/TEDxSK/cut/821_tedxsk_female_1193.wav,143404,a možno potom neskoršie keď už bude na dôchodku a bude mať viac času 
/data/TEDxSK/cut/821_tedxsk_female_1194.wav,81932,bude sa môcť venovať aj dobrovoľníctvu 
/data/TEDxSK/cut/821_tedxsk_female_1195.wav,159500,lenže ono to tak nefunguje takýto zázračný prútik vlastne neexistuje a 
/data/TEDxSK/cut/821_tedxsk_female_1196.wav,170860,ukazuje sa že ľudia ktorí si neosvojili aktívnejší prístup k životu skôr 
/data/TEDxSK/cut/821_tedxsk_female_1197.wav,94444,už potom neskoršie dosť ťažko nabehnú 
/data/TEDxSK/cut/821_tedxsk_female_1198.wav,90124,na úplne iný spôsob správania 
/data/TEDxSK/cut/821_tedxsk_female_1199.wav,116844,bratislavské príklady ktoré možno budete aj vy poznať 
/data/TEDxSK/cut/821_tedxsk_female_1200.wav,42060,napríklad 
/data/TEDxSK/cut/821_tedxsk_female_1201.wav,91564,takým útočiskom pre rodiny s deťmi 
/data/TEDxSK/cut/821_tedxsk_female_1202.wav,84684,ďalší príklad podobného druhu 
/data/TEDxSK/cut/821_tedxsk_female_1203.wav,112684,ako levica bojuje o záchranu každého stromu 
/data/TEDxSK/cut/821_tedxsk_female_1204.wav,33580,a zelene 
/data/TEDxSK/cut/821_tedxsk_female_1205.wav,52492,takisto aktívna 
/data/TEDxSK/cut/821_tedxsk_female_1206.wav,45228,ochranárka 
/data/TEDxSK/cut/821_tedxsk_female_1207.wav,37132,a napokon 
/data/TEDxSK/cut/821_tedxsk_female_1208.wav,276268,k vážnym spoločenským problémom a je takým hlasom svedomia pre našu spoločnosť ale aj človek ktorý sa stará pe pre b o bezdomovcov 
/data/TEDxSK/cut/821_tedxsk_female_1209.wav,70508,napokon posledný príklad 
/data/TEDxSK/cut/821_tedxsk_female_1210.wav,88076,nielen preto že títo ľudia prispievajú 
/data/TEDxSK/cut/821_tedxsk_female_1211.wav,134060,aby si vytvorili niektoré návyky ktoré im potom pomôžu 
/data/TEDxSK/cut/821_tedxsk_female_1212.wav,65324,neskoršie vo vyššom veku 
/data/TEDxSK/cut/821_tedxsk_female_1213.wav,55948,prirodzené 
/data/TEDxSK/cut/821_tedxsk_female_1214.wav,39724,dve veci 
/data/TEDxSK/cut/821_tedxsk_female_1215.wav,118668,pod tlakom demografickej krízy 
/data/TEDxSK/cut/821_tedxsk_female_1216.wav,137452,v osvojení si v prijatí konceptu aktívneho starnutia 
/data/TEDxSK/cut/821_tedxsk_female_1217.wav,91084,v inom pohľade na vek 
/data/TEDxSK/cut/821_tedxsk_female_1218.wav,40844,druhá vec
/data/TEDxSK/cut/821_tedxsk_female_1219.wav,226220,toto nie je výzva pre ľudí ktorí sú už v seniorskom veku toto je výzva ktorá je adresovaná 
/data/TEDxSK/cut/821_tedxsk_female_1220.wav,63628,všetkým generáciám 
/data/TEDxSK/cut/821_tedxsk_female_1221.wav,96460,vrátane mladej a strednej generácie 
/data/TEDxSK/cut/821_tedxsk_female_1222.wav,47756,ja dúfam že 
/data/TEDxSK/cut/821_tedxsk_female_1223.wav,63660,keď sa tak na vás pozerám 
/data/TEDxSK/cut/821_tedxsk_female_1224.wav,140076,a ak by sa takíto predsa len našli tak tých by som sa rada opýtala 
/data/TEDxSK/cut/821_tedxsk_female_1225.wav,87340,čo budú hovoriť keď budú mať sedemdesiat 
/data/TEDxSK/cut/821_tedxsk_female_1226.wav,30444,ďakujem za pozorno 
/data/TEDxSK/cut/828_tedxsk_female_1622.wav,64012,dobrý deň 
/data/TEDxSK/cut/828_tedxsk_female_1623.wav,271372,verím že väčšina z vás bude so mnou súhlasiť keď poviem že deti sú asi ten najcennejší dar ktorý sme do života dostali 
/data/TEDxSK/cut/828_tedxsk_female_1624.wav,80812,že sme ich dostali na prechodnú dobu 
/data/TEDxSK/cut/828_tedxsk_female_1625.wav,146796,a to do dou doby kým sa osamostatnia kým nenájdu svoju životnú cestu 
/data/TEDxSK/cut/828_tedxsk_female_1626.wav,197964,a dostali sme ich preto aby sme im pomohli vyrásť z malého semienka do krásnej jedinečnej rastlinky 
/data/TEDxSK/cut/828_tedxsk_female_1627.wav,144236,ktorá si zapustí svoje korene a ktorá potom vydrží aj pri výkyvoch počasia 
/data/TEDxSK/cut/828_tedxsk_female_1628.wav,109836,a väčšinou je to tak že keď my odchádzame z tohto sveta 
/data/TEDxSK/cut/828_tedxsk_female_1629.wav,55180,naše deti zostávajú 
/data/TEDxSK/cut/828_tedxsk_female_1630.wav,155532,a keď sú ohrozené tak ich dokážeme dochádžeme ochrániť ale sú medzi nami aj takí 
/data/TEDxSK/cut/828_tedxsk_female_1631.wav,107276,ktorí zostávajú a ktorých deti odchádzajú 
/data/TEDxSK/cut/828_tedxsk_female_1632.wav,50956,a sú medzi nami je takí 
/data/TEDxSK/cut/828_tedxsk_female_1633.wav,89740,ktorí svoje deti ochrániť nedokážu 
/data/TEDxSK/cut/828_tedxsk_female_1634.wav,154636,a tieto deti a tieto rodiny z jednej strany potrebujú našu pomoc 
/data/TEDxSK/cut/828_tedxsk_female_1635.wav,108812,ale z druhej strany môžu byť našimi veľkými učiteľmi
/data/TEDxSK/cut/828_tedxsk_female_1636.wav,96300,som sa opakovane opakovane presvedčila 
/data/TEDxSK/cut/828_tedxsk_female_1637.wav,100044,že deti sú múdre a možno viac 
/data/TEDxSK/cut/828_tedxsk_female_1638.wav,56364,ako si myslíme 
/data/TEDxSK/cut/828_tedxsk_female_1639.wav,173292,aj keď častokrát najmä malé deti sa vyjadrujú inak ako my dospelí 
/data/TEDxSK/cut/828_tedxsk_female_1640.wav,132748,hovoria o sebe o tom čo prežívajú o tom čo si myslia o okolí 
/data/TEDxSK/cut/828_tedxsk_female_1641.wav,93964,iným jazykom častokrát používajú hru 
/data/TEDxSK/cut/828_tedxsk_female_1642.wav,32396,kresbu 
/data/TEDxSK/cut/828_tedxsk_female_1643.wav,74572,alebo inú tvorivú aktivitu 
/data/TEDxSK/cut/828_tedxsk_female_1644.wav,195884,a mala také obdobie že sa opakovane pomerne dlho hrala jednu hru 
/data/TEDxSK/cut/828_tedxsk_female_1645.wav,99148,a ja som vtedy cítila a neskôr aj pochopila 
/data/TEDxSK/cut/828_tedxsk_female_1646.wav,218028,že hovorila o veciach ktoré ju trápili hovorila svojím spôsobom a hovorila preto lebo o tom potrebovala hovoriť
/data/TEDxSK/cut/828_tedxsk_female_1647.wav,51468,toto je obrázok ktorý 
/data/TEDxSK/cut/828_tedxsk_female_1648.wav,62764,sme dostali v plamienku 
/data/TEDxSK/cut/828_tedxsk_female_1649.wav,136940,a mala nevyliečiteľný nádor na nohe a keď sme k nej domov prišli 
/data/TEDxSK/cut/828_tedxsk_female_1650.wav,50252,tak kreslila 
/data/TEDxSK/cut/828_tedxsk_female_1651.wav,65452,a toto som ja 
/data/TEDxSK/cut/828_tedxsk_female_1652.wav,156524,a ona mi hovorí no lebo ja už k nim nepatrím 
/data/TEDxSK/cut/828_tedxsk_female_1653.wav,98892,budeme chodiť za mamou aj za tatom aj za vkou 
/data/TEDxSK/cut/828_tedxsk_female_1654.wav,92364,a budeme im pomáhať tak dlho ako budú chcieť 
/data/TEDxSK/cut/828_tedxsk_female_1655.wav,175884,a ona si môj rozhovor vypočula a potom sme sa bavili ďalej a obe sme vedeli o čom hovoríme 
/data/TEDxSK/cut/828_tedxsk_female_1656.wav,128524,ťažko chorú maličkú sestričku a keď sme k nim prišli na návštevu 
/data/TEDxSK/cut/828_tedxsk_female_1657.wav,106188,tak mi hovorí doktorka doktorka pozri čo som nakreslila 
/data/TEDxSK/cut/828_tedxsk_female_1658.wav,118668,to sú motýle oni sú krásne a každý z nich je iný 
/data/TEDxSK/cut/828_tedxsk_female_1659.wav,84012,lebo stratila mamu pred rokom 
/data/TEDxSK/cut/828_tedxsk_female_1660.wav,136460,a aj malé deti aj väčšie deti keď niekoho blízkeho stratia 
/data/TEDxSK/cut/828_tedxsk_female_1661.wav,73548,zákonite sa musí cítiť sami 
/data/TEDxSK/cut/828_tedxsk_female_1662.wav,140332,a tomu sa nikto nigdo nevyhne aj keď to na prvý pohľad nevyzerá 
/data/TEDxSK/cut/828_tedxsk_female_1663.wav,162828,a tak som sa po určitej dobe začala samej seba pýtať čo vlastne deti 
/data/TEDxSK/cut/828_tedxsk_female_1664.wav,80684,vedia o vážnych veciach čo vedia o živote 
/data/TEDxSK/cut/828_tedxsk_female_1665.wav,39660,čo vedia o smrti 
/data/TEDxSK/cut/828_tedxsk_female_1666.wav,103436,čo im môžem povedať respektíve čo im povedať tak 
/data/TEDxSK/cut/828_tedxsk_female_1667.wav,124204,aby im to pomohlo nielen v tej danej chvíli ale aj z dlhodobejšieho hľadiska
/data/TEDxSK/cut/828_tedxsk_female_1668.wav,202412,a že ich od bolesti neuchránime tým že napríklad o nej nebudeme hovoriť alebo sa budeme tváriť že sa nič nedeje 
/data/TEDxSK/cut/828_tedxsk_female_1669.wav,84972,alebo ich niekde pošleme k blízkym príbuzným 
/data/TEDxSK/cut/828_tedxsk_female_1670.wav,58476,ono sa ona sa k nim vráti 
/data/TEDxSK/cut/828_tedxsk_female_1671.wav,189868,a my sme pre deti učitelia života učíme ich ako zvládať život učíme ich ak zvládať radosť 
/data/TEDxSK/cut/828_tedxsk_female_1672.wav,159692,ako zvládať zvládas bolesť a v tom spočíva naša nezastupiteľná úloha 
/data/TEDxSK/cut/828_tedxsk_female_1673.wav,182988,a tak deti potrebujú pravdu potrebujú pravdu povedanú jednoduchým zrozumiteľným spôsobom 
/data/TEDxSK/cut/828_tedxsk_female_1674.wav,71116,samozrejme v závislosti od veku 
/data/TEDxSK/cut/828_tedxsk_female_1675.wav,106252,ale potrebujú ešte navyše k tomu nás dospelých 
/data/TEDxSK/cut/828_tedxsk_female_1676.wav,62892,potrebujú z nás cítiť oporu 
/data/TEDxSK/cut/828_tedxsk_female_1677.wav,162796,potrebujú cítiť že zvládneme nielen ich bolesť ale aj bolesť našu vlastnú 
/data/TEDxSK/cut/828_tedxsk_female_1678.wav,151212,a samozrejme deti potrebujú zrie zdieľať aj radosť potrebujú s nami blbnúť hrať sa 
/data/TEDxSK/cut/828_tedxsk_female_1679.wav,53132,aj bolesť 
/data/TEDxSK/cut/828_tedxsk_female_1680.wav,279404,zažiť že plakať je normálne a potrebujú vidieť nás dospelých plakať keď je nám ťažko potrebujú tomu rozumieť a zároveň potrebujú cítiť 
/data/TEDxSK/cut/828_tedxsk_female_1681.wav,77516,že to zvládneme 
/data/TEDxSK/cut/828_tedxsk_female_1682.wav,116268,si dovolíme znovu sa radovať pretože im potom dávame povolenie 
/data/TEDxSK/cut/828_tedxsk_female_1683.wav,51052,že keď im raz bude ťažko 
/data/TEDxSK/cut/828_tedxsk_female_1684.wav,113516,môžu sa sa dovoliť si radovať sa tiež 
/data/TEDxSK/cut/828_tedxsk_female_1685.wav,162732,a teraz poviem niečo čo bude možno znieť nadnesene a trošku kategoricky ale
/data/TEDxSK/cut/828_tedxsk_female_1686.wav,81196,dovolím si to predsa len vysloviť 
/data/TEDxSK/cut/828_tedxsk_female_1687.wav,142284,znesú slzy ale z dlhodobého hľadiska neznesú zradu 
/data/TEDxSK/cut/828_tedxsk_female_1688.wav,136716,a znesú smútok ale z dlhodobého hľadiska neznesú podvod 
/data/TEDxSK/cut/828_tedxsk_female_1689.wav,133484,a možno doteraz sú nahnevaní že im to nikto nepovedal a možno doteraz 
/data/TEDxSK/cut/828_tedxsk_female_1690.wav,146572,ich v živote sprevádza bolesť častokrát neodžitá bolesť 
/data/TEDxSK/cut/828_tedxsk_female_1691.wav,75916,a zasahuje im do života viac ako by chceli
/data/TEDxSK/cut/828_tedxsk_female_1692.wav,226092,a tak hovorme s deťmi o tom o čom chcú hovoriť a netlačme ich hovoriť o tom o čom hovoriť nechcú 
/data/TEDxSK/cut/828_tedxsk_female_1693.wav,173548,a príroda nám ponúka množstvo inšpirácie ako s deťmi hovoriť aj o vážnych veciach napríklad 
/data/TEDxSK/cut/828_tedxsk_female_1694.wav,73260,a potom je leto a potom príde jeseň 
/data/TEDxSK/cut/828_tedxsk_female_1695.wav,56620,a tie listy sú iné 
/data/TEDxSK/cut/828_tedxsk_female_1696.wav,205292,ale sú tiež krásne a potom uschnú a opadnú aby znova mohli na ďalšie jaro vyrásť znova 
/data/TEDxSK/cut/828_tedxsk_female_1697.wav,99532,a tak je to aj s naším životom ľudia prichádzajú na tento svet 
/data/TEDxSK/cut/828_tedxsk_female_1698.wav,132396,rodia sa malinké deti sú nádherné rastú rozvíjajú sa 
/data/TEDxSK/cut/828_tedxsk_female_1699.wav,195372,a potom príde staroba a títo ľudia sú tiež krásni a nakoniec zomierajú aby odišli z tohto sveta 
/data/TEDxSK/cut/828_tedxsk_female_1700.wav,102572,a aby potom mohli pri po nich prísť ďalší 
/data/TEDxSK/cut/828_tedxsk_female_1701.wav,145164,zase vyjde slnko kedy vidíme o niečo viac môžme ísť trošku dopredu 
/data/TEDxSK/cut/828_tedxsk_female_1702.wav,98764,a je nám zvyčajne aj teplejšie tak tak je to aj v živote 
/data/TEDxSK/cut/828_tedxsk_female_1703.wav,48172,po ťažkých 
/data/TEDxSK/cut/828_tedxsk_female_1704.wav,88844,kedy moc toho nevidíme a nevieme kam 
/data/TEDxSK/cut/828_tedxsk_female_1705.wav,91340,určite vyjde slnko aspoň na chvíľku 
/data/TEDxSK/cut/828_tedxsk_female_1706.wav,137292,a potom sa môžme rozhliadnuť a rozhodnúť sa ktorým smerom pôjdeme ďalej 
/data/TEDxSK/cut/828_tedxsk_female_1707.wav,49932,vyrásť aj my 
/data/TEDxSK/cut/828_tedxsk_female_1708.wav,81804,a tak ďalej a tak ďalej 
/data/TEDxSK/cut/828_tedxsk_female_1709.wav,263628,z mojich skúseností deti veľmi dobre znesú odpoveď neviem ale majú problém prijať keď cítia že im op odpoveď dať nechceme 
/data/TEDxSK/cut/828_tedxsk_female_1710.wav,141068,ktorým nerozumieme ale nejak sa nám podarí s nimi naučiť žiť 
/data/TEDxSK/cut/828_tedxsk_female_1711.wav,172716,ale určite bude žiť vnútri v nás v nasi v našich srdciach a nikdy naňho nezabudneme
/data/TEDxSK/cut/828_tedxsk_female_1712.wav,52172,aspoň na prechodnú dobu 
/data/TEDxSK/cut/828_tedxsk_female_1713.wav,118700,pretože nie každý dokáže vždy a všetko a je to v poriadku
/data/TEDxSK/cut/828_tedxsk_female_1714.wav,287468,tieto deti stretávam no skoro to už bude pomaly dvadsať rokov a musím povedať že mi zásadne zmenili život 
/data/TEDxSK/cut/828_tedxsk_female_1715.wav,59596,malí princovia ktorí 
/data/TEDxSK/cut/828_tedxsk_female_1716.wav,154316,prichádzajú na túto planétu oni vedia že odtiaľto odídu tak ako vedel aj malý princ 
/data/TEDxSK/cut/828_tedxsk_female_1717.wav,76844,a prichádzajú sem objavovať svet 
/data/TEDxSK/cut/828_tedxsk_female_1718.wav,102028,pretože napriek tomu že odídu im to zato stojí 
/data/TEDxSK/cut/828_tedxsk_female_1719.wav,172396,a a odovzdávajú nám pod posolstvá a potom zase odchádzajú tam odkiaľ prišli 
/data/TEDxSK/cut/828_tedxsk_female_1720.wav,171596,a tak mi dovoľte podeliť sa s vami o pár posolstiev ktoré mne zmenili život 
/data/TEDxSK/cut/828_tedxsk_female_1721.wav,291116,a že všetci sme vlastne boli deťmi a všetci sme to vedeli tak možno je to len o tom objaviť v hbke duše naše dieťa a skontaktovať sa s ním
/data/TEDxSK/cut/828_tedxsk_female_1722.wav,168556,s našimi blízkymi možno s rodičmi so s deťmi so súrodencami s kolegami s priateľmi 
/data/TEDxSK/cut/828_tedxsk_female_1723.wav,122508,alebo možno s cudzími ľuďmi niekde ako trebárs tu na chodbe 
/data/TEDxSK/cut/828_tedxsk_female_1724.wav,43436,na konferencii 
/data/TEDxSK/cut/828_tedxsk_female_1725.wav,50956,a o tom je život 
/data/TEDxSK/cut/828_tedxsk_female_1726.wav,211980,a že keď robíme niečo čo je užitočné pre nás samotných ale aj pre iných zároveň nech je to čokoľvek 
/data/TEDxSK/cut/828_tedxsk_female_1727.wav,121356,a máme chuť tvoriť ďalej a ísť dopredu 
/data/TEDxSK/cut/828_tedxsk_female_1728.wav,96972,a tieto deti ma naučili že
/data/TEDxSK/cut/828_tedxsk_female_1729.wav,142860,dospelí nie sú len silní ale sú aj zraniteľní 
/data/TEDxSK/cut/828_tedxsk_female_1730.wav,136396,a že deti sú síce zraniteľné ale nie sú slabé 
/data/TEDxSK/cut/828_tedxsk_female_1731.wav,109996,bola moja zraniteľnosť alebo nazvime to 
/data/TEDxSK/cut/828_tedxsk_female_1732.wav,70860,v nejakej oblasti krehkosť 
/data/TEDxSK/cut/828_tedxsk_female_1733.wav,268748,za ktorú som sa vždycky hanbila ktorú som nechcela chcela hľadala som vždy nejaký spôsob ako to neukázať ale tiež to nefungovalo 
/data/TEDxSK/cut/828_tedxsk_female_1734.wav,97868,a tak som si po určitej dobe uvedomila 
/data/TEDxSK/cut/828_tedxsk_female_1735.wav,150636,že vlastne za zraniteľnosťou sa skrýva sila 
/data/TEDxSK/cut/828_tedxsk_female_1736.wav,220428,a že ak si trúfneme byť zraniteľní tak sme vlastne tým kým naozaj sme 
/data/TEDxSK/cut/828_tedxsk_female_1737.wav,162764,a tak mi na záver dovoľte položiť vám jednu otázku a kladiem si ju aj sama sebe 
/data/TEDxSK/cut/828_tedxsk_female_1738.wav,133260,ak sa odvážime byť zraniteľní čo sa nám vlastne môže stať
/data/TEDxSK/cut/828_tedxsk_female_1739.wav,41516,ďakujem za pozornosť 
/data/TEDxSK/cut/831_tedxsk_female_2117.wav,87404,a sú k nej v nej knižky bez poplatku
/data/TEDxSK/cut/831_tedxsk_female_2118.wav,131724,a kde by si mohol každý okoloidúci zobrať knižku ktorá sa mu zapáči
/data/TEDxSK/cut/831_tedxsk_female_2119.wav,129516,tam už odpočívalo asi sto päťdesiat podobných inšpirácií 
/data/TEDxSK/cut/831_tedxsk_female_2120.wav,74860,a na dva roky som na neho úplne zabudla
/data/TEDxSK/cut/831_tedxsk_female_2121.wav,125644,až som sa v októbri minulého roku presťahovala
/data/TEDxSK/cut/831_tedxsk_female_2122.wav,115436,neviem akú máte skúsenosť vy a akých máte susedov
/data/TEDxSK/cut/831_tedxsk_female_2123.wav,180748,ja som žila dvadsať šesť rokov v jednom paneláku na sídlisku kde ma ľudia poznali naozaj od plienok
/data/TEDxSK/cut/831_tedxsk_female_2124.wav,143948,a nebolo ničím výnimočným že som dostávala otázky typu
/data/TEDxSK/cut/831_tedxsk_female_2125.wav,128652,a zrazu na novej adrese som stretávala cudzie tváre
/data/TEDxSK/cut/831_tedxsk_female_2126.wav,47084,ako svoje okole
/data/TEDxSK/cut/831_tedxsk_female_2127.wav,83212,a teraz som si predstavila samu seba
/data/TEDxSK/cut/831_tedxsk_female_2128.wav,67692,ako stojím v nedeľu pri kuchynskej linke
/data/TEDxSK/cut/831_tedxsk_female_2129.wav,94316,a v tom momente si spomeniem že nemám vajíčka 
/data/TEDxSK/cut/831_tedxsk_female_2130.wav,62860,ale sama za seba som si odpovedala že
/data/TEDxSK/cut/831_tedxsk_female_2131.wav,73196,tuto nie 
/data/TEDxSK/cut/831_tedxsk_female_2132.wav,93580,a tak som si povedala že možno by bolo fajn s tým niečo urobiť
/data/TEDxSK/cut/831_tedxsk_female_2133.wav,219884,medzitým ešte prekliknem takto to vyzeralo ja by som bola tá babička keby som zostala bývať v paneláku
/data/TEDxSK/cut/831_tedxsk_female_2134.wav,81900,a takto som sa cítila na novej adrese 
/data/TEDxSK/cut/831_tedxsk_female_2135.wav,55116,s tou vŕtačkou pri hlave
/data/TEDxSK/cut/831_tedxsk_female_2136.wav,197676,a medzičasom sa ku mne dostali informácie a chýry o skvelých komunitných projektoch
/data/TEDxSK/cut/831_tedxsk_female_2137.wav,44012,možno niektorí poznáte
/data/TEDxSK/cut/831_tedxsk_female_2138.wav,101932,a budú si na nej dopestovávať základné potraviny
/data/TEDxSK/cut/831_tedxsk_female_2139.wav,92204,ale zdieľajú spolu aj svoje malé spoločné úspechy
/data/TEDxSK/cut/831_tedxsk_female_2140.wav,122156,akým je že hurá v štyridsiatke som si dopestoval svoje prvé paradajky
/data/TEDxSK/cut/831_tedxsk_female_2141.wav,79052,ale aj to že pozorujú svoje deti
/data/TEDxSK/cut/831_tedxsk_female_2142.wav,89900,ako začínajú chápať zákonom prírody v praxi
/data/TEDxSK/cut/831_tedxsk_female_2143.wav,117196,kde si partia mladých ľudí povedala že zmení svoj mikrosvet 
/data/TEDxSK/cut/831_tedxsk_female_2144.wav,80140,a urobí z neho o trošku lepšie miesto na život
/data/TEDxSK/cut/831_tedxsk_female_2145.wav,175308,organizujú si spolu rôzne filmové premietania kde im ako plátno slúži vlastný panelák
/data/TEDxSK/cut/831_tedxsk_female_2146.wav,179180,a možno si hovoríte že ako s týmto celým a s komunitným životom súvisí jedna knižná búdka
/data/TEDxSK/cut/831_tedxsk_female_2147.wav,138444,tak my sme od začiatku verili že táto búdka jednak prežije
/data/TEDxSK/cut/831_tedxsk_female_2148.wav,50220,vo verejnom priestore 
/data/TEDxSK/cut/831_tedxsk_female_2149.wav,93772,a jednak nebude len prostriedkom na výmenu kníh
/data/TEDxSK/cut/831_tedxsk_female_2150.wav,155660,aj spolu s kamarátkou zistila že po svete existuje x takýchto búdok je ich ako maku
/data/TEDxSK/cut/831_tedxsk_female_2151.wav,47628,a rastú ako po daždi
/data/TEDxSK/cut/831_tedxsk_female_2152.wav,79084,a my sme s týmto nechceli urobiť dieru do sveta
/data/TEDxSK/cut/831_tedxsk_female_2153.wav,95244,chceli sme skôr vyslať istý signál 
/data/TEDxSK/cut/831_tedxsk_female_2154.wav,84460,že verejný priestor nie je priestor nikoho
/data/TEDxSK/cut/831_tedxsk_female_2155.wav,168844,ale je to priestor nás všetkých šetkých a stačí urobiť naozaj málo aby sa stam stal oveľa krajším
/data/TEDxSK/cut/831_tedxsk_female_2156.wav,119052,v piatok večer po dlhej šichte aby búdku zabetónoval
/data/TEDxSK/cut/831_tedxsk_female_2157.wav,124076,keď si viete predstaviť najväčší lejak na svete tak vtedy sa to stalo
/data/TEDxSK/cut/831_tedxsk_female_2158.wav,129228,čiže pri tej inštalácii sme kompletne všetci traja zmokli do nitky
/data/TEDxSK/cut/831_tedxsk_female_2159.wav,202860,a navyše sme za sebou mali veľmi ťažké obdobie kedy sa zdá že sme chceli obsa osadiť jednu búdku na stračej nôžke
/data/TEDxSK/cut/831_tedxsk_female_2160.wav,30860,a 
/data/TEDxSK/cut/831_tedxsk_female_2161.wav,140364,už sme toho trošku mali dosť bol piatok večer a pomaličky nám tá energia dochádzala
/data/TEDxSK/cut/831_tedxsk_female_2162.wav,92812,s tým že ideme vložiť prvú várku kníh
/data/TEDxSK/cut/831_tedxsk_female_2163.wav,129580,do tejto búdky a keď sme otvorili dvierka tak sa zrazu niečo zablyšťalo
/data/TEDxSK/cut/831_tedxsk_female_2164.wav,190924,my sme pochopili že niektorý z našich dobrých susedov si myslí že robíme zbierku pre tých chudobnejších susedov
/data/TEDxSK/cut/831_tedxsk_female_2165.wav,212236,krásne na tom bolo to že bol aj z toho mála čo má ochotný prispieť a vtedy sme si povedali že toto má zmysel
/data/TEDxSK/cut/831_tedxsk_female_2166.wav,108844,a možno teraz uvidíte sami že čo sa od devätnásteho mája
/data/TEDxSK/cut/831_tedxsk_female_2167.wav,43404,odkedy 
/data/TEDxSK/cut/831_tedxsk_female_2168.wav,59660,na sídlisku zmenilo 
/data/TEDxSK/cut/831_tedxsk_female_2169.wav,25228,klik
/data/TEDxSK/cut/831_tedxsk_female_2170.wav,77772,takže od prvého dňa sa viac číta
/data/TEDxSK/cut/831_tedxsk_female_2171.wav,95020,a dennodenne pozorujeme že kníh sa dožadujú práve deti
/data/TEDxSK/cut/831_tedxsk_female_2172.wav,107212,a vidím že takto začínajú svoj deň nejakou milou rozprávkou
/data/TEDxSK/cut/831_tedxsk_female_2173.wav,187756,aby sa nestalo že ľudia si budú z búdky knižky brať a nikto tam žiadnu nevloží
/data/TEDxSK/cut/831_tedxsk_female_2174.wav,87468,aktuálne máme problém že sa bojíme že búdka praskne
/data/TEDxSK/cut/831_tedxsk_female_2175.wav,35212,pretože 
/data/TEDxSK/cut/831_tedxsk_female_2176.wav,179628,vyzerá častokrát takto až sa do nej tie knihy nezmestia a ľudia mi hovoria že a mohlo to byť aj trošku väčšie
/data/TEDxSK/cut/831_tedxsk_female_2177.wav,114092,ľudia na sídlisku si búdku osvojili natoľko že keď sa stratí klobúčik
/data/TEDxSK/cut/831_tedxsk_female_2178.wav,75500,krásnych zvykov na ktoré sme už od detstva zabudli 
/data/TEDxSK/cut/831_tedxsk_female_2179.wav,56044,jedným z nich je príklad
/data/TEDxSK/cut/831_tedxsk_female_2180.wav,177612,sušenie rastliniek v knihách ja osobne som na túto myšlienku zabudla až kým som nechytila jednu knihu do ruky a nevypadlo
/data/TEDxSK/cut/831_tedxsk_female_2181.wav,41420,z nej čosi takéto
/data/TEDxSK/cut/831_tedxsk_female_2182.wav,79052,jednu knižku tu mám aj so sebou
/data/TEDxSK/cut/831_tedxsk_female_2183.wav,44460,vidíte ju aj na obrázku 
/data/TEDxSK/cut/831_tedxsk_female_2184.wav,64140,a v nej je napísané 
/data/TEDxSK/cut/831_tedxsk_female_2185.wav,74444,veľmi jednoduchý jednoduché venovanie
/data/TEDxSK/cut/831_tedxsk_female_2186.wav,73964,venovanie z roku sedemdesiat deväť
/data/TEDxSK/cut/831_tedxsk_female_2187.wav,129804,možno by bolo pekné aby ste si znovu písali do kníh osobné odkazy
/data/TEDxSK/cut/831_tedxsk_female_2188.wav,74028,a robili z nich také malé archívy spomienok
/data/TEDxSK/cut/831_tedxsk_female_2189.wav,130156,búdka spojila to čo sa častokrát nedokáže podarí alebo čo sa nepodarí nám
/data/TEDxSK/cut/831_tedxsk_female_2190.wav,76012,a to súkromný a štátny sektor
/data/TEDxSK/cut/831_tedxsk_female_2191.wav,94124,v búdke sa ocitli knihy aj z 
/data/TEDxSK/cut/831_tedxsk_female_2192.wav,164556,a keď už si myslíme že búdka na nás určite nič nové nevymyslí tak sa stanú veci tohto typu
/data/TEDxSK/cut/831_tedxsk_female_2193.wav,134092,a vlastnoručne do nej vložil dve podpísané knihy a praje nám veľavela šťastia 
