wav_filename,wav_filesize,transcript
common_voice_sk_28821456.wav,109484,krivka zakrivená trajektória
common_voice_sk_28821462.wav,73772,ostrov molokai
common_voice_sk_28821400.wav,192428,kvartieľ mali u pána kurivo tiež teraz to všetko odpadlo
common_voice_sk_28821483.wav,132524,argumentačný argumentujúci človek
common_voice_sk_28821404.wav,188972,hranica okraj kraj limit krajný bod extrém
common_voice_sk_28821481.wav,126764,dokonca audienciu rozšíril na jej rodinu
common_voice_sk_28821420.wav,108332,housatonic rieka housatonic
common_voice_sk_28821488.wav,217772,hlučná zábava oslava hlučné radovánky hýrenie orgie
common_voice_sk_28821504.wav,119852,objednávka nákupný príkaz
common_voice_sk_28821429.wav,207404,do oblasti legiend sa posúva aj tradícia slávenia kristovej krvi v košiciach
common_voice_sk_28821463.wav,108332,mestská aglomerácia
common_voice_sk_28821523.wav,111788,tým len ak nie sú liberáli
common_voice_sk_28821484.wav,56492,hlad
common_voice_sk_28821525.wav,54188,norma
common_voice_sk_28821486.wav,85292,háčik vešiaka
common_voice_sk_28821502.wav,163628,a to škodí hlavne rastlinkám náročnejším na svetlo
common_voice_sk_28821501.wav,217772,divoké a polodivé národy požívajú potraviny surové alebo primitívne
common_voice_sk_28821505.wav,96812,hasič požiarnik
common_voice_sk_28821570.wav,206252,obe sú pútavými exponátmi východoslovenského múzea v košiciach
common_voice_sk_28821528.wav,183212,a predsa keby sa vrátila keby sa vrátilo len pár týždňov
common_voice_sk_28821532.wav,131372,a dolámaného doktori ešte aj porezali
common_voice_sk_28821564.wav,103724,nova nová hviezda
common_voice_sk_28821530.wav,119852,hrebienok chochol hrebeň
common_voice_sk_28821562.wav,165932,aký bol taký bol ale predsa len bol otec
common_voice_sk_28821697.wav,132524,náhradníci náhradné mužstvo
common_voice_sk_28821747.wav,259244,mesto košice sa vyvinulo v geografickom styku výbežkov vnútorných karpát a východopanónskej panvy
common_voice_sk_28821749.wav,138284,osamelý opustený samotný pustý
common_voice_sk_28821753.wav,241964,vysielanie je možné použiť iba so súhlasom vysielateľa ak tento zákon neustanovuje inak
common_voice_sk_28821566.wav,155564,pričom dóm sa dostal opäť do rúk kalvínom
common_voice_sk_28821568.wav,68012,zelená
common_voice_sk_28821751.wav,149804,že volič nejde až do nuly hodnotím pozitívne
common_voice_sk_28821787.wav,157868,budleja budleja dávidova motýlí ker
common_voice_sk_28821794.wav,88748,krava kravička
common_voice_sk_28821784.wav,152108,horúčka omladníc puerperálna horúčka
common_voice_sk_28821790.wav,65708,konvent
common_voice_sk_28821694.wav,117548,tak aj z viacerých bodov  multi
common_voice_sk_28821821.wav,178604,hráč na akordeón akordeonista harmonikár
common_voice_sk_28821829.wav,111788,hracia figúrka postavička
common_voice_sk_28821834.wav,154412,kľúčovým administratívnym postupom a službám pomoci
common_voice_sk_28821704.wav,198188,ich používanie uviedlo až päťdesiat deväť percent respondentov
common_voice_sk_28821890.wav,200492,všetky naše pokrmy a ich súčiastky prešli už zkúšobnými laboratoriami
common_voice_sk_28821783.wav,74924,lafayette
common_voice_sk_28821837.wav,125612,hypotéka hypotekárny úver
common_voice_sk_28821893.wav,157868,nadčeľaď včely apoidea nadčeľaď apoidea
common_voice_sk_28821755.wav,201644,odplata represia protiopatrenie pomsta revanš odveta
common_voice_sk_28821897.wav,201644,lebo on pri svojej ťažkej práci živí sa z väčšej čiastkyastlinnou stravou
common_voice_sk_28821921.wav,188972,britská jednotka objemu imperiálna jednotka objemu
common_voice_sk_28821923.wav,79532,archeológia
common_voice_sk_28821962.wav,56492,flotila
common_voice_sk_28821825.wav,212012,čo si ma tak bože navštívil a nezmiloval sa radšej nad týmito deťmi
common_voice_sk_28821964.wav,148652,opraviteľný napraviteľný schopný nápravy
common_voice_sk_28821895.wav,54188,brod
common_voice_sk_28821925.wav,126764,dočasné vyhotovenie rozmnoženiny diela
common_voice_sk_28821899.wav,119852,oprávnenie nárok požiadavka
common_voice_sk_28821927.wav,69164,obyvateľ missouri
common_voice_sk_28821969.wav,94508,novosibírske ostrovy
common_voice_sk_28821929.wav,68012,šuplík
common_voice_sk_28821960.wav,74924,nezraniteľnosť
common_voice_sk_28821999.wav,117548,chvenie trasenie triaška
common_voice_sk_28822021.wav,62252,kontakt
common_voice_sk_28822027.wav,160172,asertivita asertívnosť sebapresadzovanie
common_voice_sk_28821966.wav,62252,chrupavka
common_voice_sk_28822055.wav,117548,módny elegantný moderný
common_voice_sk_28822058.wav,108332,jordánska menová jednotka
common_voice_sk_28822003.wav,82988,fyzikálna entita
common_voice_sk_28822007.wav,125612,lacná jedáleň vývarovňa
common_voice_sk_28821993.wav,177452,kde často odkaľujú a tým pádom si takto uľahčujú prácu
common_voice_sk_28822064.wav,91052,nešťastie smola
common_voice_sk_28822023.wav,175148,individualita individualizmus individuálnosť
common_voice_sk_28822121.wav,253484,a je to len stará drevená na chyžku prerobená maštaľka za mestom na záhumní
common_voice_sk_28822031.wav,148652,eskalácia stupňovanie vystupňovanie
common_voice_sk_28822029.wav,198188,pre praktizujúcich katolíkov je to dôležité gesto priblíženia sa
common_voice_sk_28822129.wav,111788,kapitán námorný kapitán
common_voice_sk_28822124.wav,201644,odmietanie neschvaľovanie prosba za odvrátenie deprekácia
common_voice_sk_28822134.wav,223532,bankovníctvo odvetvie bankovníctva peňažníctvo bankový systém
common_voice_sk_28822159.wav,57644,ankara
common_voice_sk_28822163.wav,119852,aliancia konfederácia
common_voice_sk_28822059.wav,86444,kto by si ju žiadal
common_voice_sk_28822169.wav,62252,maine
common_voice_sk_28822062.wav,57644,nafta
common_voice_sk_28822192.wav,57644,liberál
common_voice_sk_28822188.wav,56492,blázon
common_voice_sk_28822200.wav,103724,keď zarobí groš a na nič nedôjde
common_voice_sk_28822216.wav,152108,čistá bomba bomba bez rádioaktívneho odpadu
common_voice_sk_28822217.wav,232748,to spôsobuje odčerpávanie minerálov z vody a obohacovanie akadamy tzn dna
common_voice_sk_28822132.wav,102572,nosič batožín nosič
common_voice_sk_28822219.wav,62252,iowa
common_voice_sk_28824722.wav,140588,nôž na ryby nôž z rybieho príboru
common_voice_sk_28822164.wav,74924,juhočínske more
common_voice_sk_28824728.wav,229292,komárovité čeľaď komárovité culicidae čeľaď culicidae
common_voice_sk_28822156.wav,240812,blanokrídlovce rad blanokrídlovce hymenoptera rad hymenoptera
common_voice_sk_28822196.wav,50732,hák
common_voice_sk_28822204.wav,117548,konverzácia rozhovor pohovor
common_voice_sk_28824735.wav,65708,plánovaný
common_voice_sk_28824736.wav,213164,hľa pri stretnutiach s prezidentkou ani raz nezaznel prívlastok rozvedená
common_voice_sk_28824721.wav,103724,ihrisko dvorec kurt
common_voice_sk_28824737.wav,91052,rýchlonohý rýchly
common_voice_sk_28824738.wav,86444,koryto válov
common_voice_sk_28824727.wav,69164,vypni kotol
common_voice_sk_28824730.wav,65708,patričný
common_voice_sk_28824731.wav,74924,hlavový nerv
common_voice_sk_28825913.wav,88748,obed ľahký obed
common_voice_sk_28825925.wav,77228,ostrov galveston
common_voice_sk_28825927.wav,68012,február
common_voice_sk_28825907.wav,137132,jednoducho biely predmet nafotený v akváriu
common_voice_sk_28825929.wav,165932,majiteľ patentu nositeľ patentu držiteľ patentu
common_voice_sk_28825908.wav,100268,loire rieka loire
common_voice_sk_28825911.wav,140588,pre malé nádrže je to však vhodný zdroj svetla
common_voice_sk_28825910.wav,252332,kvôli nedostatku vybavenia sú prevádzkované menej kritické služby aj na starších serveroch
common_voice_sk_28825938.wav,63404,benelux
common_voice_sk_28825940.wav,68012,rekordný
common_voice_sk_28825926.wav,100268,odhalený prezradený
common_voice_sk_28825944.wav,304172,ovládací panel riadiaci panel zapojovacia doska kontrolný panel panel riadenia rozvádzač
common_voice_sk_28825928.wav,80684,bok z hovädziny
common_voice_sk_28825958.wav,165932,to zn že v akváriu by rastlinky nemohli rásť
common_voice_sk_28825959.wav,57644,fyzik
common_voice_sk_28825972.wav,103724,akrobacia prevaľovanie
common_voice_sk_28825941.wav,68012,kontinuita
common_voice_sk_28825955.wav,86444,angorský králik
common_voice_sk_28825943.wav,142892,os čap os ramena nápravy
common_voice_sk_28825956.wav,144044,citlivý na žiarenie citlivý na ožiarenie
common_voice_sk_28825957.wav,138284,pokiaľ súvisí s takýmto priamym marketingom
common_voice_sk_28825980.wav,157868,osoba vykonávajúca funkciu osoba v úrade
common_voice_sk_28825981.wav,180908,oslobodenie udelenie milosti milosť amnestia
common_voice_sk_28825982.wav,126764,napadnutie útok agresia
common_voice_sk_28825970.wav,91052,konunikačný satelit
common_voice_sk_28825995.wav,177452,v každom prípade stojan musí byť dostatočne pevný a stabilný
common_voice_sk_28825983.wav,92204,b béčko
common_voice_sk_28825984.wav,221228,hranice dištriktov boli vedené tak aby vo väčšine mali prevahu nemaďarské národy
common_voice_sk_28825996.wav,80684,fráza heslo
common_voice_sk_28825997.wav,119852,obchodný úver komerčný úver
common_voice_sk_28825973.wav,88748,bezmocný slabý
common_voice_sk_28825998.wav,82988,hnacia plachta
common_voice_sk_28825999.wav,125612,komponovanie tvorba skladanie
common_voice_sk_28825974.wav,161324,bankový úver peňažný úver banková pôžička
common_voice_sk_28826008.wav,63404,meronymia
common_voice_sk_28826005.wav,56492,ľad
common_voice_sk_28826009.wav,79532,little sioux river
common_voice_sk_28826029.wav,161324,letún letúň neformálne lietadlo
common_voice_sk_28826007.wav,82988,kyselina kaprinová
common_voice_sk_28826023.wav,160172,vaskulárny cievny cievnatý krvný
common_voice_sk_28826027.wav,171692,hypnóza hypnotizmus mesmerizmus sugescia
common_voice_sk_28826006.wav,206252,rímsky pápežský pápeženský katolícky rímskokatolícky
common_voice_sk_28826025.wav,77228,optický disk
common_voice_sk_28826045.wav,148652,vyrástli aj na mieste zasanovaných predmestí
common_voice_sk_28826028.wav,125612,generalizácia zovšeobecnenie
common_voice_sk_28826046.wav,68012,farandola
common_voice_sk_28826101.wav,108332,lodný maklér lodný agent
common_voice_sk_28826104.wav,232748,realistický každodenný všedný triezvy prozaický praktický
common_voice_sk_28826106.wav,106028,hlavná tribúna tribúna
common_voice_sk_28826085.wav,92204,biologická skupina
common_voice_sk_28826049.wav,57644,osada
common_voice_sk_28826048.wav,134828,ľahkosť jednoduchosť uľahčenie
common_voice_sk_28826102.wav,57644,farbenie
common_voice_sk_28826047.wav,86444,miesto lokál
common_voice_sk_28826105.wav,88748,báza zásada
common_voice_sk_28826125.wav,149804,bagasóza ochorenie dýchacích ciest
common_voice_sk_28826124.wav,54188,hadica
common_voice_sk_28826157.wav,117548,magnetom je jeho jedinečný mikrofón
common_voice_sk_28826159.wav,102572,dobrovoľný neplatený
common_voice_sk_28826123.wav,80684,balík bremeno
common_voice_sk_28826161.wav,65708,michigan
common_voice_sk_28826160.wav,155564,ľudia jednoduchí ľudia masa masy
common_voice_sk_28826121.wav,137132,informátor krysa informátor
common_voice_sk_28826165.wav,157868,a dnes je už pod zemou a turjanka s deťmi v biede
common_voice_sk_28826171.wav,190124,osobitné vzorce sa objavili v oblasti sociálnych a humanitných vied
common_voice_sk_28826122.wav,114092,eón veľmi dlhé obdobie
common_voice_sk_28826174.wav,62252,galilea
common_voice_sk_28826176.wav,54188,eso
common_voice_sk_28826214.wav,91052,arabský poloostrov
common_voice_sk_28826208.wav,218924,ona poskytuje človeku všetko to čo potrebuje k udržaniu alebo vývinu svojho tela
common_voice_sk_28826216.wav,144044,geologická formácia geologický útvar
common_voice_sk_28826215.wav,65708,krehký
common_voice_sk_28826248.wav,224684,ktorý naopak domácemu frontu politických kresťanov dáva licenciu byť čím chcú
common_voice_sk_28826249.wav,192428,od tých čias ako to tak videla nemôže jesť stavia sa jej pred oči
common_voice_sk_28826169.wav,73772,futbalová liga
common_voice_sk_28826270.wav,57644,antibiotikum
common_voice_sk_28826172.wav,59948,hranica
common_voice_sk_28826297.wav,51884,islam
common_voice_sk_28826304.wav,108332,island islandská republika
common_voice_sk_28826310.wav,175148,spracúva a koordinuje štátnu koncepciu diaľnic a ciest
common_voice_sk_28826203.wav,149804,otcovský materinský rodičovský
common_voice_sk_28826429.wav,88748,holub bledochvostý
common_voice_sk_28826431.wav,192428,nacistický národnosocialistický národnosocialistický
common_voice_sk_28826265.wav,94508,oblasť zodpovednosti
common_voice_sk_28826253.wav,65708,motivačný
common_voice_sk_28826433.wav,74924,oku podobný
common_voice_sk_28826435.wav,97964,jordán rieka jordán
common_voice_sk_28826462.wav,69164,eurázia
common_voice_sk_28826476.wav,65708,námestie
common_voice_sk_28826317.wav,106028,krik hluk výkriky
common_voice_sk_28826303.wav,278828,kvalita ústretovosť voči používateľom a primeranosť informácií poskytovaných európskou komisiou
common_voice_sk_28826397.wav,171692,denne stráca už i samým dýchaním a pohybom mnoho z nich
common_voice_sk_28826541.wav,59948,brucho
common_voice_sk_28826542.wav,100268,ohio rieka ohio
common_voice_sk_28826463.wav,68012,bohatstvo
common_voice_sk_28826544.wav,74924,austronézan
common_voice_sk_28826459.wav,236204,podobné projekty v chráme svätého jakuba v levoči a chráme svätého egídia v bardejove
common_voice_sk_28826571.wav,134828,oportunista sebec prospechár
common_voice_sk_28826479.wav,65708,bielizeň
common_voice_sk_28826540.wav,62252,ihla
common_voice_sk_28826568.wav,209708,krkavcovité čeľaď krkavcovité corvidae čeľaď corvidae
common_voice_sk_28826518.wav,121004,otvorená paluba ochranná paluba
common_voice_sk_28826592.wav,80684,faktúra účet
common_voice_sk_28826612.wav,165932,obrezkov na píle dajú za šesták čo na seba naberie
common_voice_sk_28826628.wav,97964,britská západná afrika
common_voice_sk_28826607.wav,169388,bunka červenej krvinky erytrocyt červená krvinka
common_voice_sk_28826545.wav,82988,hodina čas dňa
common_voice_sk_28826630.wav,111788,grafické užívateľské rozhranie
common_voice_sk_28826641.wav,88748,hlásateľ posol
common_voice_sk_28838821.wav,100268,antigua a barbuda
common_voice_sk_28826573.wav,59948,ideál
common_voice_sk_28838823.wav,140588,kontrola regulácia ovládanie
common_voice_sk_28826601.wav,65708,anguilčan
common_voice_sk_28838824.wav,226988,oboznámený skúsený zabehnutý schopný dobre informovaný
common_voice_sk_28838828.wav,103724,jednotka stavebná jednotka
common_voice_sk_28838829.wav,167084,obchod obchodovanie komercionalizmus merkantilizmus
common_voice_sk_28838833.wav,177452,čo aj pil vadil sa ale predsa ľahšie zarobili na živnosť
common_voice_sk_28838820.wav,96812,kabelka typu reticule
common_voice_sk_28838822.wav,85292,opalescencia
common_voice_sk_28838825.wav,91052,akútny kritický
common_voice_sk_28838826.wav,111788,na ryby nebudú pôsobiť stresujúco
common_voice_sk_28838827.wav,152108,lakrimálna artéria slzná artéria
common_voice_sk_28838839.wav,108332,odpor odboj rebélia
common_voice_sk_28838840.wav,138284,krytosemenné rastliny kvitnúce rastliny
common_voice_sk_28838830.wav,94508,zapni svetlo v spálni
common_voice_sk_28838841.wav,57644,kohút
common_voice_sk_28838831.wav,68012,podmienený
common_voice_sk_28838842.wav,94508,líbyjská menová jednotka
common_voice_sk_28838844.wav,57644,plynomer
common_voice_sk_28838845.wav,100268,lady pani šľachtičná
common_voice_sk_28838847.wav,102572,index register zoznam
common_voice_sk_28838848.wav,119852,miera kriminality miera zločinnosti
common_voice_sk_28838849.wav,86444,dlhodobo pôsobiaci
common_voice_sk_28838850.wav,62252,futbalista
common_voice_sk_28838852.wav,184364,moje dve miniakváriá dostávajú takisto jedna celá dva w na l
common_voice_sk_28838834.wav,215468,okrem toho budú môcť používatelia od decembra v záujme zlepšenia tvorby politík
common_voice_sk_28838851.wav,62252,nadácia
common_voice_sk_28838855.wav,57644,astrakán
common_voice_sk_28838854.wav,140588,hodnotenie ohodnotenie ocenenie odhad
common_voice_sk_28838843.wav,80684,lokálny miestny
common_voice_sk_28838846.wav,184364,ako sú rôzne výbojky alebo dokonca pri morských nádržiach aj laser
common_voice_sk_28838853.wav,161324,mzdová stupnica mzdová úroveň mzdová tarifa
common_voice_sk_28838856.wav,88748,kraniometrický bod
common_voice_sk_28838863.wav,195884,spoliehame sa len na prestup tepla cez otvorené dvere do vedľajšej miestnosti
common_voice_sk_28838857.wav,142892,irán islamská republika irán perzia
common_voice_sk_28838865.wav,80684,medzera miesto
common_voice_sk_28838864.wav,103724,inštalácia inštalovanie
common_voice_sk_28838866.wav,73772,horká pravda
common_voice_sk_28838870.wav,100268,kompromis stredná cesta
common_voice_sk_28838867.wav,94508,muzikálny melodický
common_voice_sk_28838875.wav,96812,alabama rieka alabama
common_voice_sk_28838876.wav,126764,opätovné nadobudnutie znovuzískanie
common_voice_sk_28838878.wav,178604,predstavuje ich zastúpenie vo vybraných sociodemografických kategóriách
common_voice_sk_28838877.wav,103724,objavenie nález odhalenie
common_voice_sk_28838868.wav,188972,malé akvária do sto litrov síce môžu byť bez problémov umiestnené
common_voice_sk_28838869.wav,86444,iránsky perzský
common_voice_sk_28838882.wav,77228,corpus christi
common_voice_sk_28838880.wav,146348,tkli sa najskôr snažil mesto získať vyjednávaním
common_voice_sk_28838872.wav,140588,antikoncepcia antikoncepčný prostriedok
common_voice_sk_28838871.wav,177452,nepozornosť nedbalosť neohľaduplnosť ľahostajnosť
common_voice_sk_28838885.wav,85292,kľúč hudobný kľúč
common_voice_sk_28838874.wav,255788,vzhľadom k neexistencii analógového ekvivalentu sa zvyšuje riziko jeho poškodenia skreslenia alebo straty
common_voice_sk_28838886.wav,74924,farebná obrazovka
common_voice_sk_28838879.wav,134828,kráska krásavica kočka kus fešanda
common_voice_sk_28838883.wav,50732,glóbus
common_voice_sk_28838890.wav,51884,hračka
common_voice_sk_28838881.wav,178604,rekurentný vratný opakovaný opätovný opakujúci sa
common_voice_sk_28838904.wav,65708,barbadosan
common_voice_sk_28838905.wav,65708,kurdistan
common_voice_sk_28838911.wav,217772,nezmysel táranina konina vrcholná hlúposť táraniny hlúposti
common_voice_sk_28838884.wav,57644,očakávanie
common_voice_sk_28838888.wav,100268,colorado rieka colorado
common_voice_sk_28838919.wav,56492,obchôdzka
common_voice_sk_28838889.wav,77228,ochranná vrstva
common_voice_sk_28838916.wav,97964,dlhy finančné záväzky
common_voice_sk_28847454.wav,123308,nervová dráha nervový systém
common_voice_sk_28838892.wav,100268,ležiaci tvárou k zemi plazivý
common_voice_sk_28847463.wav,169388,francúzsky kľúč skrutkový kľúč kľúč na matice
common_voice_sk_28847474.wav,213164,bellarmine kardinál bellarmine roberto francesco romolo bellarmine
common_voice_sk_28838913.wav,69164,obchodný dokument
common_voice_sk_28838915.wav,152108,tomu čo sekulárna spoločnosť považuje za normu
common_voice_sk_28847477.wav,186668,kritický bod kritický okamih dôležitý okamih križovatka
common_voice_sk_28847485.wav,123308,liečivo liečba kúra terapia
common_voice_sk_28847498.wav,207404,intenzita využívania sociálnych sietí je tiež jedným zo zaujímavých údajov
common_voice_sk_28847495.wav,86444,izolácia izolovanie
common_voice_sk_28847460.wav,96812,očné viečko viečko
common_voice_sk_28847457.wav,92204,bičovanie výprask
common_voice_sk_28847456.wav,190124,svážal drevo so žiaru privalila ho fúra a v špitáli dokonal
common_voice_sk_28892979.wav,201644,hormón štítnej žľazy tyreokalcitonín kalcitonín
common_voice_sk_28892982.wav,125612,odpykanie pokánie vykúpenie
common_voice_sk_28847479.wav,80684,k káčko
common_voice_sk_28892992.wav,140588,približne o mínus jedna celá sedem ev
common_voice_sk_28892987.wav,63404,karské more
common_voice_sk_28847482.wav,238508,pre dosiahnutie najvyššej možnej kvality fotografie je lepšie nasnímať ju v najvyššom rozlíšení
common_voice_sk_28847505.wav,77228,ozubené koliesko
common_voice_sk_28893154.wav,71468,antagonizmus
common_voice_sk_28847507.wav,74924,krasokorčuľovanie
common_voice_sk_28893151.wav,246572,osvedčenie o uzatvorení partnerstva podielnické osvedčenie certifikát partnerstva
common_voice_sk_28923396.wav,68012,obyčaj
common_voice_sk_28847503.wav,149804,kvarteto štvorica štvorka štvorhra
common_voice_sk_28892985.wav,79532,bežný častý
common_voice_sk_28923406.wav,259244,otázka digitalizácie dokumentov sa stáva úlohou číslo jeden aj v slovenskom knihovníctve
common_voice_sk_28923405.wav,144044,neuznanie odmietnutie zavrhnutie
common_voice_sk_28893146.wav,161324,štátny odborný dozor nad pozemnými komunikáciami
common_voice_sk_28541082.wav,121004,klub spoločenský klub spolok
common_voice_sk_28923412.wav,134828,kostrový sval priečne pruhovaný sval
common_voice_sk_28893160.wav,77228,bezplatný voľný
common_voice_sk_28923398.wav,160172,osobitnú ochranu osobných údajov si zasluhujú deti
common_voice_sk_28541083.wav,134828,ešte mi povedz či je táto registrácia bezpečná
common_voice_sk_28541085.wav,134828,austrálska púšť veľká austrálska púšť
common_voice_sk_28541084.wav,97964,bolesť v konečníku a okolo konečníka
common_voice_sk_28923397.wav,244268,moderný aktuálny najnovší hypermoderný priekopnícky  technológia
common_voice_sk_28923399.wav,160172,má sa pretrhnúť a za trištyri dni ich spália
common_voice_sk_28541086.wav,167084,máloktorý niekoľký niektorý zopár
common_voice_sk_28541108.wav,157868,podlý odporný hanebný hnusný
common_voice_sk_28541109.wav,102572,chuligánstvo neporiadok
common_voice_sk_28923409.wav,63404,čeľaď
common_voice_sk_28541110.wav,68012,zapni topenie
common_voice_sk_28541137.wav,74924,mys trafalgar
common_voice_sk_28541111.wav,54188,bedrá
common_voice_sk_28541138.wav,69164,cievovka
common_voice_sk_28541112.wav,69164,mýtny domček
common_voice_sk_28541139.wav,94508,gila rieka gila
common_voice_sk_28541141.wav,134828,krutý bezcitný necitlivý
common_voice_sk_28541158.wav,57644,jeseň
common_voice_sk_28541157.wav,111788,okraj hranica prah
common_voice_sk_28541159.wav,73772,guľa kľučka
common_voice_sk_28541156.wav,142892,na vytvorenie správneho životného prostredia v akváriu
common_voice_sk_28541177.wav,224684,čistučký nepoškvrnený bez poškvrny bez škvŕn dokonale čistý
common_voice_sk_28541178.wav,273068,napadnutie násilné napadnutie urážka inzultácia bezočivosť verejná urážka
common_voice_sk_28541179.wav,79532,mexický záliv
common_voice_sk_28541198.wav,59948,intenzívny
common_voice_sk_28541180.wav,129068,bojový akčný akcieschopný
common_voice_sk_28541200.wav,91052,obhajca apologét
common_voice_sk_28541203.wav,65708,diecézny
common_voice_sk_28541202.wav,80684,obrat zvrat
common_voice_sk_28541206.wav,86444,jedlý požívateľný
common_voice_sk_28541155.wav,223532,a z bežne dostupných trubíc  osram lumiluxteplá biela philipsstudená biela
common_voice_sk_28541204.wav,56492,fáza
common_voice_sk_28541197.wav,102572,schválený ratifikovaný
common_voice_sk_28541181.wav,86444,krása pôvab
common_voice_sk_28541201.wav,65708,jen
common_voice_sk_28541214.wav,97964,hudson rieka hudson
common_voice_sk_28541212.wav,62252,fašista
common_voice_sk_28541215.wav,117548,gentianales rad gentianales
common_voice_sk_28541199.wav,230444,avšak toto nastavenie nieje kritické pokojne môžete ostriť aj v jednobodovom móde
common_voice_sk_28541227.wav,79532,audio zvuk
common_voice_sk_28541216.wav,56492,oficiálny
common_voice_sk_28541228.wav,144044,kríza depresia ekonomická kríza
common_voice_sk_28541205.wav,82988,osnova schéma
common_voice_sk_28541229.wav,114092,odpoveď reakcia ohlas
common_voice_sk_28541230.wav,68012,indianapolis
common_voice_sk_28541231.wav,62252,latinský
common_voice_sk_28541241.wav,79532,glukokortikoid
common_voice_sk_28541245.wav,117548,definovaný vymedzený jasný
common_voice_sk_28541239.wav,115244,lakrimálna žila slzná žila
common_voice_sk_28541243.wav,126764,obyčajnosť každodennosť bežnosť
common_voice_sk_28541246.wav,56492,bezcennosť
common_voice_sk_28541213.wav,65708,satelitný
common_voice_sk_28541252.wav,56492,impulz
common_voice_sk_28541255.wav,85292,objem veľkosť
common_voice_sk_28541253.wav,111788,falklandské ostrovy falklandy
common_voice_sk_28541272.wav,82988,infračervené spektrum
common_voice_sk_28541256.wav,56492,obývacia izba
common_voice_sk_28541254.wav,111788,krmivo seno slama
common_voice_sk_28541273.wav,223532,tento dokument má za cieľ zvážiť akým spôsobom by sme túto úlohu mohli plniť
common_voice_sk_28541274.wav,142892,občasný epizodický príležitostný
common_voice_sk_28541275.wav,171692,bohom zabudnutý zastrčený opustený divoký
common_voice_sk_28541292.wav,132524,lícny nerv siedmy hlavový nerv
common_voice_sk_28541276.wav,117548,arbitrážny rozhodcovský
common_voice_sk_28541294.wav,261548,horné poschodie chrámu nadstavba s bazilikovými oknami strešná nadstavba lucerna
common_voice_sk_28541293.wav,103724,aktuálny súčasný
common_voice_sk_28541296.wav,117548,len preto aby ste si zložili slúchadlá
common_voice_sk_28541317.wav,207404,kyselina laurová kyselina laurinová kyselina dodekanová
common_voice_sk_28541295.wav,96812,bariéra zátarasa
common_voice_sk_28541318.wav,88748,iracká menová jednotka
common_voice_sk_28541320.wav,103724,brucho zvieraťa slabina
common_voice_sk_28541321.wav,74924,barentsovo more
common_voice_sk_28541322.wav,69164,bernikla veľká
common_voice_sk_28541324.wav,88748,mravný bezúhonný
common_voice_sk_28541325.wav,74924,korenie korenina
common_voice_sk_28541323.wav,57644,historik
common_voice_sk_28541326.wav,56492,kráľovstvo
common_voice_sk_28541333.wav,106028,literárne dielo literárna fikcia
common_voice_sk_28541336.wav,77228,krčná artéria
common_voice_sk_28541335.wav,92204,obrus stolná bielizeň
common_voice_sk_28541352.wav,91052,austenitická oceľ
common_voice_sk_28541353.wav,86444,miestna doprava
common_voice_sk_28541354.wav,134828,oznámenie zverejnenie uverejnenie
common_voice_sk_28541355.wav,92204,celistvosť úplnosť
common_voice_sk_28541362.wav,129068,kategória skupina trieda
common_voice_sk_28541363.wav,86444,f efko
common_voice_sk_28541356.wav,152108,organizácia krajín vyvážajúcich ropu opec
common_voice_sk_28541364.wav,195884,oslobodený zbavený viny očistený od obvinenia nevinný
common_voice_sk_28541319.wav,157868,revolučný radikálny revolucionistický
common_voice_sk_28541383.wav,123308,osoba vydávajúca prísažné vyhlásenie
common_voice_sk_28541366.wav,144044,a to všetko sú najmä pre začiatočníkov dôležité kritériá
common_voice_sk_28541334.wav,119852,kontakt spojenie styk
common_voice_sk_28541385.wav,59948,fotoaparát
common_voice_sk_28541386.wav,92204,jednoduchosť nenápadnosť
common_voice_sk_28541394.wav,103724,kolonizovaný obývaný
common_voice_sk_28541392.wav,154412,unikátny košický zlatý poklad z doby tkliho povstania
common_voice_sk_28541393.wav,109484,a keď je dobre i mlieko a syr
common_voice_sk_28541332.wav,244268,pripojenie do internetu pre študentov a zamestnancov prostredníctvom wifi a pevného káblového pripojenia
common_voice_sk_28541395.wav,183212,ohľaduplnosť opatrnosť pozornosť taktnosť
common_voice_sk_28541396.wav,149804,konfederácia konfederácia amerických štátov
common_voice_sk_28541402.wav,161324,oxid siričitý kysličník siričitý
common_voice_sk_28541403.wav,57644,fórum
common_voice_sk_28541405.wav,121004,orosený pokrytý rosou zarosený
common_voice_sk_28541417.wav,146348,zoznam diaľnic a rýchlostných ciest je uvedený v prílohe
common_voice_sk_28541365.wav,86444,antalya adalia
common_voice_sk_28541419.wav,226988,postačí nastavenie veľkosti obrázka tisíc dvesto osemdesiat krát deveťsto šesťdesiat bodov
common_voice_sk_28541420.wav,106028,okno oblok okienko
common_voice_sk_28541421.wav,57644,juhozápad
common_voice_sk_28541429.wav,68012,húf rýb
common_voice_sk_28541427.wav,86444,morský prímorský
common_voice_sk_28541430.wav,86444,andy pohorie andy
common_voice_sk_28541431.wav,62252,filozofia
common_voice_sk_28541452.wav,140588,označený značený značkovaný
common_voice_sk_28541454.wav,97964,jednoklíčnolistové rastliny
common_voice_sk_28541404.wav,50732,zmeň
common_voice_sk_28541406.wav,69164,kankán
common_voice_sk_28541453.wav,165932,bojová skupina bojový oddiel bojová eskadra
common_voice_sk_28541455.wav,108332,nahrávka záznam prepis
